event_sample_id,station_id,anchor_time,window_start,window_end,target_class,split_group_id,sample_type,flow_t_minus_3,flow_t_minus_2,flow_t_minus_1,flow_t0,flow_t_plus_1,flow_t_plus_2,flow_t_plus_3,all_zero_flow_window
INCIDENT__219427-webtirf__7120,7120,2025-01-01 04:00:00,2025-01-01 01:00:00,2025-01-01 07:00:00,OTHER_DISRUPTION,GROUP__7120__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__219427-webtirf__7121,7121,2025-01-01 04:00:00,2025-01-01 01:00:00,2025-01-01 07:00:00,OTHER_DISRUPTION,GROUP__7121__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__219440.0-webtirf__7168,7168,2025-01-01 11:00:00,2025-01-01 08:00:00,2025-01-01 14:00:00,OTHER_DISRUPTION,GROUP__7168__0001,INCIDENT,13.0,4.0,13.0,10.0,16.0,12.0,7.0,False
INCIDENT__219468-webtirf__F3FWY003,F3FWY003,2025-01-02 01:00:00,2025-01-01 22:00:00,2025-01-02 04:00:00,ACCIDENT,GROUP__F3FWY003__0001,INCIDENT,0.0,0.0,31.0,19.0,30.0,27.0,0.0,False
INCIDENT__219481-webtirf__7179,7179,2025-01-02 03:00:00,2025-01-02 00:00:00,2025-01-02 06:00:00,OTHER_DISRUPTION,GROUP__7179__0001,INCIDENT,21.0,30.0,33.0,34.0,73.0,105.0,160.0,False
INCIDENT__219564-webtirf__33014,33014,2025-01-04 00:00:00,2025-01-03 21:00:00,2025-01-04 03:00:00,OTHER_DISRUPTION,GROUP__33014__0001,INCIDENT,26.0,15.0,0.0,10.0,5.0,17.0,16.0,False
INCIDENT__219601-webtirf__7123-PR,7123-PR,2025-01-04 19:00:00,2025-01-04 16:00:00,2025-01-04 22:00:00,OTHER_DISRUPTION,GROUP__7123-PR__0001,INCIDENT,477.0,530.0,400.0,336.0,401.0,395.0,292.0,False
INCIDENT__219613-webtirf__22001,22001,2025-01-05 05:00:00,2025-01-05 02:00:00,2025-01-05 08:00:00,OTHER_DISRUPTION,GROUP__22001__0001,INCIDENT,117.0,113.0,328.0,692.0,1131.0,1694.0,1684.0,False
INCIDENT__219630.0-webtirf__68025,68025,2025-01-05 21:00:00,2025-01-05 18:00:00,2025-01-06 00:00:00,OTHER_DISRUPTION,GROUP__68025__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__219630.0-webtirf__7164,7164,2025-01-05 21:00:00,2025-01-05 18:00:00,2025-01-06 00:00:00,OTHER_DISRUPTION,GROUP__7164__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,12.0,False
INCIDENT__219630.0-webtirf__7179,7179,2025-01-05 21:00:00,2025-01-05 18:00:00,2025-01-06 00:00:00,OTHER_DISRUPTION,GROUP__7179__0002,INCIDENT,1416.0,1317.0,1159.0,1128.0,894.0,584.0,28.0,False
INCIDENT__219650.0-webtirf__F3FWY003,F3FWY003,2025-01-06 00:00:00,2025-01-05 21:00:00,2025-01-06 03:00:00,OTHER_DISRUPTION,GROUP__F3FWY003__0003,INCIDENT,0.0,0.0,0.0,217.0,153.0,128.0,194.0,False
INCIDENT__219653-webtirf__9836-PR,9836-PR,2025-01-06 01:00:00,2025-01-05 22:00:00,2025-01-06 04:00:00,ACCIDENT,GROUP__9836-PR__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__219663-webtirf__7248,7248,2025-01-06 02:00:00,2025-01-05 23:00:00,2025-01-06 05:00:00,OTHER_DISRUPTION,GROUP__7248__0001,INCIDENT,296.0,71.0,42.0,52.0,54.0,97.0,204.0,False
INCIDENT__219668-webtirf__7163,7163,2025-01-06 03:00:00,2025-01-06 00:00:00,2025-01-06 06:00:00,OTHER_DISRUPTION,GROUP__7163__0001,INCIDENT,83.0,70.0,49.0,63.0,98.0,230.0,517.0,False
INCIDENT__219670.0-webtirf__23067,23067,2025-01-06 03:00:00,2025-01-06 00:00:00,2025-01-06 06:00:00,OTHER_DISRUPTION,GROUP__23067__0001,INCIDENT,51.0,101.0,367.0,882.0,1321.0,1756.0,2103.0,False
INCIDENT__219694-webtirf__7179,7179,2025-01-06 04:00:00,2025-01-06 01:00:00,2025-01-06 07:00:00,OTHER_DISRUPTION,GROUP__7179__0003,INCIDENT,34.0,28.0,37.0,76.0,168.0,262.0,291.0,False
INCIDENT__219711-webtirf__33014,33014,2025-01-06 07:00:00,2025-01-06 04:00:00,2025-01-06 10:00:00,OTHER_DISRUPTION,GROUP__33014__0002,INCIDENT,258.0,603.0,805.0,1040.0,1190.0,1133.0,1236.0,False
INCIDENT__219761-webtirf__7163,7163,2025-01-06 22:00:00,2025-01-06 19:00:00,2025-01-07 01:00:00,OTHER_DISRUPTION,GROUP__7163__0002,INCIDENT,353.0,291.0,255.0,404.0,271.0,17.0,11.0,False
INCIDENT__219783-webtirf__7112,7112,2025-01-07 01:00:00,2025-01-06 22:00:00,2025-01-07 04:00:00,ACCIDENT,GROUP__7112__0001,INCIDENT,0.0,0.0,111.0,90.0,61.0,57.0,197.0,False
INCIDENT__219796-webtirf__51235,51235,2025-01-07 02:00:00,2025-01-06 23:00:00,2025-01-07 05:00:00,ACCIDENT,GROUP__51235__0001,INCIDENT,19.0,145.0,81.0,64.0,106.0,293.0,887.0,False
INCIDENT__219807-webtirf__23067,23067,2025-01-07 04:00:00,2025-01-07 01:00:00,2025-01-07 07:00:00,OTHER_DISRUPTION,GROUP__23067__0002,INCIDENT,185.0,229.0,450.0,685.0,897.0,1361.0,1550.0,False
INCIDENT__219811-webtirf__50240,50240,2025-01-07 04:00:00,2025-01-07 01:00:00,2025-01-07 07:00:00,OTHER_DISRUPTION,GROUP__50240__0001,INCIDENT,210.0,136.0,149.0,320.0,877.0,1699.0,1895.0,False
INCIDENT__219833-webtirf__7248,7248,2025-01-07 07:00:00,2025-01-07 04:00:00,2025-01-07 10:00:00,OTHER_DISRUPTION,GROUP__7248__0002,INCIDENT,108.0,176.0,300.0,242.0,202.0,208.0,207.0,False
INCIDENT__219844-webtirf__9827,9827,2025-01-07 18:00:00,2025-01-07 15:00:00,2025-01-07 21:00:00,OTHER_DISRUPTION,GROUP__9827__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__219890.0-webtirf__7164,7164,2025-01-08 02:00:00,2025-01-07 23:00:00,2025-01-08 05:00:00,OTHER_DISRUPTION,GROUP__7164__0002,INCIDENT,4.0,74.0,37.0,39.0,37.0,70.0,235.0,False
INCIDENT__219896-webtirf__F3FWY006,F3FWY006,2025-01-08 02:00:00,2025-01-07 23:00:00,2025-01-08 05:00:00,ACCIDENT,GROUP__F3FWY006__0001,INCIDENT,120.0,0.0,0.0,0.0,0.0,0.0,0.0,False
INCIDENT__219914-webtirf__7184,7184,2025-01-08 04:00:00,2025-01-08 01:00:00,2025-01-08 07:00:00,OTHER_DISRUPTION,GROUP__7184__0001,INCIDENT,81.0,63.0,84.0,0.0,0.0,0.0,0.0,False
INCIDENT__219932-webtirf__7120,7120,2025-01-08 10:00:00,2025-01-08 07:00:00,2025-01-08 13:00:00,ACCIDENT,GROUP__7120__0002,INCIDENT,95.0,93.0,78.0,85.0,60.0,64.0,53.0,False
INCIDENT__219932-webtirf__7121,7121,2025-01-08 10:00:00,2025-01-08 07:00:00,2025-01-08 13:00:00,ACCIDENT,GROUP__7121__0002,INCIDENT,35.0,41.0,39.0,45.0,45.0,45.0,44.0,False
INCIDENT__219943-webtirf__7184,7184,2025-01-08 12:00:00,2025-01-08 09:00:00,2025-01-08 15:00:00,OTHER_DISRUPTION,GROUP__7184__0002,INCIDENT,0.0,0.0,2009.0,1914.0,1839.0,1922.0,2050.0,False
INCIDENT__219947-webtirf__F3FWY003,F3FWY003,2025-01-08 13:00:00,2025-01-08 10:00:00,2025-01-08 16:00:00,OTHER_DISRUPTION,GROUP__F3FWY003__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__219957-webtirf__10011,10011,2025-01-08 19:00:00,2025-01-08 16:00:00,2025-01-08 22:00:00,ACCIDENT,GROUP__10011__0001,INCIDENT,1576.0,1732.0,1482.0,871.0,729.0,749.0,521.0,False
INCIDENT__219957-webtirf__7139,7139,2025-01-08 19:00:00,2025-01-08 16:00:00,2025-01-08 22:00:00,ACCIDENT,GROUP__7139__0001,INCIDENT,142.0,119.0,57.0,54.0,39.0,35.0,37.0,False
INCIDENT__219979-webtirf__7251,7251,2025-01-08 23:00:00,2025-01-08 20:00:00,2025-01-09 02:00:00,OTHER_DISRUPTION,GROUP__7251__0001,INCIDENT,35.0,47.0,27.0,18.0,21.0,16.0,15.0,False
INCIDENT__220005-webtirf__68025,68025,2025-01-09 01:00:00,2025-01-08 22:00:00,2025-01-09 04:00:00,OTHER_DISRUPTION,GROUP__68025__0002,INCIDENT,214.0,165.0,10.0,5.0,5.0,9.0,11.0,False
INCIDENT__220025-webtirf__68025,68025,2025-01-09 04:00:00,2025-01-09 01:00:00,2025-01-09 07:00:00,OTHER_DISRUPTION,GROUP__68025__0002,INCIDENT,5.0,5.0,9.0,11.0,41.0,43.0,59.0,False
INCIDENT__220081-webtirf__7120,7120,2025-01-09 22:00:00,2025-01-09 19:00:00,2025-01-10 01:00:00,OTHER_DISRUPTION,GROUP__7120__0003,INCIDENT,538.0,404.0,435.0,318.0,231.0,11.0,9.0,False
INCIDENT__220081-webtirf__7121,7121,2025-01-09 22:00:00,2025-01-09 19:00:00,2025-01-10 01:00:00,OTHER_DISRUPTION,GROUP__7121__0003,INCIDENT,28.0,8.0,16.0,10.0,9.0,0.0,0.0,False
INCIDENT__220084-webtirf__7179,7179,2025-01-09 22:00:00,2025-01-09 19:00:00,2025-01-10 01:00:00,OTHER_DISRUPTION,GROUP__7179__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,52.0,41.0,False
INCIDENT__220088-webtirf__74230,74230,2025-01-09 23:00:00,2025-01-09 20:00:00,2025-01-10 02:00:00,OTHER_DISRUPTION,GROUP__74230__0001,INCIDENT,77.0,38.0,12.0,10.0,1.0,0.0,1.0,False
INCIDENT__220110.0-webtirf__53004,53004,2025-01-10 02:00:00,2025-01-09 23:00:00,2025-01-10 05:00:00,ACCIDENT,GROUP__53004__0001,INCIDENT,8.0,0.0,0.0,0.0,0.0,75.0,219.0,False
INCIDENT__220170.0-webtirf__7126,7126,2025-01-10 08:00:00,2025-01-10 05:00:00,2025-01-10 11:00:00,ACCIDENT,GROUP__7126__0001,INCIDENT,161.0,265.0,351.0,492.0,448.0,520.0,638.0,False
INCIDENT__220181-webtirf__7184,7184,2025-01-10 13:00:00,2025-01-10 10:00:00,2025-01-10 16:00:00,OTHER_DISRUPTION,GROUP__7184__0003,INCIDENT,218.0,224.0,249.0,259.0,265.0,234.0,217.0,False
INCIDENT__220188-webtirf__7184,7184,2025-01-10 15:00:00,2025-01-10 12:00:00,2025-01-10 18:00:00,OTHER_DISRUPTION,GROUP__7184__0003,INCIDENT,249.0,259.0,265.0,234.0,217.0,0.0,0.0,False
INCIDENT__220200.0-webtirf__7179,7179,2025-01-10 21:00:00,2025-01-10 18:00:00,2025-01-11 00:00:00,OTHER_DISRUPTION,GROUP__7179__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__220216-webtirf__68025,68025,2025-01-11 02:00:00,2025-01-10 23:00:00,2025-01-11 05:00:00,OTHER_DISRUPTION,GROUP__68025__0003,INCIDENT,295.0,7.0,10.0,6.0,4.0,8.0,21.0,False
INCIDENT__220217-webtirf__50240,50240,2025-01-11 02:00:00,2025-01-10 23:00:00,2025-01-11 05:00:00,OTHER_DISRUPTION,GROUP__50240__0002,INCIDENT,51.0,0.0,0.0,0.0,0.0,0.0,0.0,False
INCIDENT__220247-webtirf__50260,50260,2025-01-11 21:00:00,2025-01-11 18:00:00,2025-01-12 00:00:00,ACCIDENT,GROUP__50260__0001,INCIDENT,78.0,64.0,51.0,28.0,32.0,25.0,287.0,False
INCIDENT__220287-webtirf__51235,51235,2025-01-12 13:00:00,2025-01-12 10:00:00,2025-01-12 16:00:00,OTHER_DISRUPTION,GROUP__51235__0002,INCIDENT,66.0,59.0,53.0,52.0,53.0,45.0,50.0,False
INCIDENT__220319-webtirf__7126,7126,2025-01-13 00:00:00,2025-01-12 21:00:00,2025-01-13 03:00:00,OTHER_DISRUPTION,GROUP__7126__0002,INCIDENT,141.0,98.0,53.0,0.0,0.0,0.0,0.0,False
INCIDENT__220326-webtirf__51235,51235,2025-01-13 00:00:00,2025-01-12 21:00:00,2025-01-13 03:00:00,OTHER_DISRUPTION,GROUP__51235__0003,INCIDENT,32.0,35.0,20.0,182.0,92.0,82.0,112.0,False
INCIDENT__220419-webtirf__7119-PR,7119-PR,2025-01-13 19:00:00,2025-01-13 16:00:00,2025-01-13 22:00:00,OTHER_DISRUPTION,GROUP__7119-PR__0001,INCIDENT,49.0,42.0,41.0,23.0,14.0,13.0,15.0,False
INCIDENT__220424-webtirf__7179,7179,2025-01-13 21:00:00,2025-01-13 18:00:00,2025-01-14 00:00:00,ACCIDENT,GROUP__7179__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__220429-webtirf__7119-PR,7119-PR,2025-01-13 21:00:00,2025-01-13 18:00:00,2025-01-14 00:00:00,OTHER_DISRUPTION,GROUP__7119-PR__0001,INCIDENT,41.0,23.0,14.0,13.0,15.0,10.0,2.0,False
INCIDENT__220471-webtirf__7120,7120,2025-01-14 02:00:00,2025-01-13 23:00:00,2025-01-14 05:00:00,OTHER_DISRUPTION,GROUP__7120__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__220471-webtirf__7121,7121,2025-01-14 02:00:00,2025-01-13 23:00:00,2025-01-14 05:00:00,OTHER_DISRUPTION,GROUP__7121__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__220489-webtirf__50240,50240,2025-01-14 04:00:00,2025-01-14 01:00:00,2025-01-14 07:00:00,OTHER_DISRUPTION,GROUP__50240__0003,INCIDENT,57.0,78.0,84.0,136.0,295.0,530.0,421.0,False
INCIDENT__220572-webtirf__7161,7161,2025-01-14 21:00:00,2025-01-14 18:00:00,2025-01-15 00:00:00,OTHER_DISRUPTION,GROUP__7161__0001,INCIDENT,1077.0,672.0,600.0,471.0,391.0,204.0,103.0,False
INCIDENT__220582-webtirf__53003,53003,2025-01-14 23:00:00,2025-01-14 20:00:00,2025-01-15 02:00:00,OTHER_DISRUPTION,GROUP__53003__0001,INCIDENT,40.0,59.0,40.0,33.0,145.0,70.0,51.0,False
INCIDENT__220591-webtirf__50250,50250,2025-01-15 00:00:00,2025-01-14 21:00:00,2025-01-15 03:00:00,OTHER_DISRUPTION,GROUP__50250__0001,INCIDENT,25.0,11.0,3.0,2.0,0.0,2.0,9.0,False
INCIDENT__220608-webtirf__53004,53004,2025-01-15 03:00:00,2025-01-15 00:00:00,2025-01-15 06:00:00,ACCIDENT,GROUP__53004__0002,INCIDENT,33.0,28.0,23.0,33.0,141.0,336.0,513.0,False
INCIDENT__220664-webtirf__7248,7248,2025-01-15 08:00:00,2025-01-15 05:00:00,2025-01-15 11:00:00,ACCIDENT,GROUP__7248__0003,INCIDENT,1100.0,1254.0,1383.0,1336.0,1072.0,1044.0,952.0,False
INCIDENT__220679-webtirf__7251,7251,2025-01-15 10:00:00,2025-01-15 07:00:00,2025-01-15 13:00:00,OTHER_DISRUPTION,GROUP__7251__0002,INCIDENT,668.0,749.0,688.0,716.0,736.0,809.0,882.0,False
INCIDENT__220680.0-webtirf__T0085,T0085,2025-01-15 10:00:00,2025-01-15 07:00:00,2025-01-15 13:00:00,OTHER_DISRUPTION,GROUP__T0085__0001,INCIDENT,5.0,9.0,8.0,10.0,5.0,3.0,10.0,False
INCIDENT__220763-webtirf__7184,7184,2025-01-15 23:00:00,2025-01-15 20:00:00,2025-01-16 02:00:00,OTHER_DISRUPTION,GROUP__7184__0004,INCIDENT,0.0,0.0,0.0,0.0,4.0,3.0,0.0,False
INCIDENT__220800.0-webtirf__7184,7184,2025-01-16 03:00:00,2025-01-16 00:00:00,2025-01-16 06:00:00,OTHER_DISRUPTION,GROUP__7184__0004,INCIDENT,4.0,3.0,0.0,0.0,5.0,26.0,122.0,False
INCIDENT__220873-webtirf__T0085,T0085,2025-01-16 10:00:00,2025-01-16 07:00:00,2025-01-16 13:00:00,OTHER_DISRUPTION,GROUP__T0085__0002,INCIDENT,81.0,87.0,71.0,108.0,100.0,81.0,91.0,False
INCIDENT__220876-webtirf__T0231,T0231,2025-01-16 13:00:00,2025-01-16 10:00:00,2025-01-16 16:00:00,ACCIDENT,GROUP__T0231__0001,INCIDENT,861.0,760.0,546.0,862.0,886.0,980.0,1123.0,False
INCIDENT__220930.0-webtirf__F3FWY001,F3FWY001,2025-01-17 01:00:00,2025-01-16 22:00:00,2025-01-17 04:00:00,ACCIDENT,GROUP__F3FWY001__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,203.0,False
INCIDENT__220938-webtirf__53003,53003,2025-01-17 01:00:00,2025-01-16 22:00:00,2025-01-17 04:00:00,OTHER_DISRUPTION,GROUP__53003__0002,INCIDENT,41.0,33.0,43.0,35.0,25.0,27.0,65.0,False
INCIDENT__220944-webtirf__51235,51235,2025-01-17 02:00:00,2025-01-16 23:00:00,2025-01-17 05:00:00,OTHER_DISRUPTION,GROUP__51235__0004,INCIDENT,347.0,105.0,72.0,53.0,60.0,0.0,0.0,False
INCIDENT__220993-webtirf__7132,7132,2025-01-17 04:00:00,2025-01-17 01:00:00,2025-01-17 07:00:00,OTHER_DISRUPTION,GROUP__7132__0001,INCIDENT,0.0,0.0,63.0,188.0,599.0,1135.0,1138.0,False
INCIDENT__221020.0-webtirf__F3FWY001,F3FWY001,2025-01-17 06:00:00,2025-01-17 03:00:00,2025-01-17 09:00:00,ACCIDENT,GROUP__F3FWY001__0001,INCIDENT,0.0,203.0,401.0,625.0,583.0,543.0,535.0,False
INCIDENT__221032-webtirf__F3FWY003,F3FWY003,2025-01-17 07:00:00,2025-01-17 04:00:00,2025-01-17 10:00:00,OTHER_DISRUPTION,GROUP__F3FWY003__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221068-webtirf__7120,7120,2025-01-17 12:00:00,2025-01-17 09:00:00,2025-01-17 15:00:00,OTHER_DISRUPTION,GROUP__7120__0005,INCIDENT,675.0,698.0,612.0,663.0,627.0,647.0,636.0,False
INCIDENT__221068-webtirf__7121,7121,2025-01-17 12:00:00,2025-01-17 09:00:00,2025-01-17 15:00:00,OTHER_DISRUPTION,GROUP__7121__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221135-webtirf__47024,47024,2025-01-17 21:00:00,2025-01-17 18:00:00,2025-01-18 00:00:00,OTHER_DISRUPTION,GROUP__47024__0001,INCIDENT,101.0,92.0,58.0,61.0,51.0,0.0,0.0,False
INCIDENT__221139-webtirf__10011,10011,2025-01-17 21:00:00,2025-01-17 18:00:00,2025-01-18 00:00:00,OTHER_DISRUPTION,GROUP__10011__0002,INCIDENT,98.0,41.0,37.0,30.0,21.0,12.0,11.0,False
INCIDENT__221139-webtirf__7139,7139,2025-01-17 21:00:00,2025-01-17 18:00:00,2025-01-18 00:00:00,OTHER_DISRUPTION,GROUP__7139__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,19.0,False
INCIDENT__221167-webtirf__7132,7132,2025-01-18 00:00:00,2025-01-17 21:00:00,2025-01-18 03:00:00,ACCIDENT,GROUP__7132__0002,INCIDENT,324.0,252.0,193.0,0.0,0.0,0.0,0.0,False
INCIDENT__221180.0-webtirf__7251,7251,2025-01-18 01:00:00,2025-01-17 22:00:00,2025-01-18 04:00:00,OTHER_DISRUPTION,GROUP__7251__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221218-webtirf__7112,7112,2025-01-18 07:00:00,2025-01-18 04:00:00,2025-01-18 10:00:00,OTHER_DISRUPTION,GROUP__7112__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221220.0-webtirf__68025,68025,2025-01-18 07:00:00,2025-01-18 04:00:00,2025-01-18 10:00:00,OTHER_DISRUPTION,GROUP__68025__0004,INCIDENT,89.0,206.0,323.0,441.0,490.0,734.0,802.0,False
INCIDENT__221259-webtirf__10011,10011,2025-01-18 23:00:00,2025-01-18 20:00:00,2025-01-19 02:00:00,ACCIDENT,GROUP__10011__0003,INCIDENT,49.0,26.0,25.0,22.0,910.0,598.0,438.0,False
INCIDENT__221259-webtirf__7139,7139,2025-01-18 23:00:00,2025-01-18 20:00:00,2025-01-19 02:00:00,ACCIDENT,GROUP__7139__0003,INCIDENT,45.0,55.0,42.0,38.0,19.0,8.0,11.0,False
INCIDENT__221277-webtirf__53004,53004,2025-01-19 03:00:00,2025-01-19 00:00:00,2025-01-19 06:00:00,OTHER_DISRUPTION,GROUP__53004__0003,INCIDENT,4.0,2.0,6.0,4.0,5.0,16.0,20.0,False
INCIDENT__221287-webtirf__7153,7153,2025-01-19 07:00:00,2025-01-19 04:00:00,2025-01-19 10:00:00,ACCIDENT,GROUP__7153__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221291-webtirf__7112,7112,2025-01-19 09:00:00,2025-01-19 06:00:00,2025-01-19 12:00:00,OTHER_DISRUPTION,GROUP__7112__0003,INCIDENT,417.0,408.0,577.0,707.0,952.0,1211.0,1258.0,False
INCIDENT__221341-webtirf__7120,7120,2025-01-20 00:00:00,2025-01-19 21:00:00,2025-01-20 03:00:00,OTHER_DISRUPTION,GROUP__7120__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221341-webtirf__7121,7121,2025-01-20 00:00:00,2025-01-19 21:00:00,2025-01-20 03:00:00,OTHER_DISRUPTION,GROUP__7121__0006,INCIDENT,8.0,5.0,6.0,3.0,3.0,5.0,0.0,False
INCIDENT__221362-webtirf__7248,7248,2025-01-20 02:00:00,2025-01-19 23:00:00,2025-01-20 05:00:00,OTHER_DISRUPTION,GROUP__7248__0004,INCIDENT,221.0,46.0,50.0,58.0,61.0,123.0,224.0,False
INCIDENT__221414-webtirf__29005,29005,2025-01-20 19:00:00,2025-01-20 16:00:00,2025-01-20 22:00:00,OTHER_DISRUPTION,GROUP__29005__0001,INCIDENT,3371.0,3412.0,2841.0,1920.0,1558.0,1427.0,1047.0,False
INCIDENT__221452-webtirf__51235,51235,2025-01-21 01:00:00,2025-01-20 22:00:00,2025-01-21 04:00:00,OTHER_DISRUPTION,GROUP__51235__0005,INCIDENT,21.0,7.0,135.0,88.0,72.0,103.0,328.0,False
INCIDENT__221466-webtirf__7251,7251,2025-01-21 02:00:00,2025-01-20 23:00:00,2025-01-21 05:00:00,OTHER_DISRUPTION,GROUP__7251__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221498-webtirf__23067,23067,2025-01-21 05:00:00,2025-01-21 02:00:00,2025-01-21 08:00:00,OTHER_DISRUPTION,GROUP__23067__0003,INCIDENT,375.0,742.0,1107.0,1701.0,2330.0,2269.0,1647.0,False
INCIDENT__221501-webtirf__7126,7126,2025-01-21 06:00:00,2025-01-21 03:00:00,2025-01-21 09:00:00,ACCIDENT,GROUP__7126__0003,INCIDENT,6.0,8.0,23.0,66.0,56.0,53.0,61.0,False
INCIDENT__221512-webtirf__7163,7163,2025-01-21 11:00:00,2025-01-21 08:00:00,2025-01-21 14:00:00,OTHER_DISRUPTION,GROUP__7163__0003,INCIDENT,65.0,97.0,98.0,82.0,87.0,81.0,76.0,False
INCIDENT__221520.0-webtirf__7112,7112,2025-01-21 19:00:00,2025-01-21 16:00:00,2025-01-21 22:00:00,ACCIDENT,GROUP__7112__0004,INCIDENT,1291.0,1286.0,1188.0,832.0,747.0,577.0,458.0,False
INCIDENT__221530.0-webtirf__34016,34016,2025-01-21 21:00:00,2025-01-21 18:00:00,2025-01-22 00:00:00,OTHER_DISRUPTION,GROUP__34016__0001,INCIDENT,437.0,316.0,214.0,163.0,100.0,25.0,2.0,False
INCIDENT__221572-webtirf__7120,7120,2025-01-22 05:00:00,2025-01-22 02:00:00,2025-01-22 08:00:00,OTHER_DISRUPTION,GROUP__7120__0007,INCIDENT,9.0,17.0,30.0,67.0,101.0,102.0,84.0,False
INCIDENT__221572-webtirf__7121,7121,2025-01-22 05:00:00,2025-01-22 02:00:00,2025-01-22 08:00:00,OTHER_DISRUPTION,GROUP__7121__0007,INCIDENT,12.0,9.0,12.0,30.0,47.0,79.0,89.0,False
INCIDENT__221578-webtirf__7274,7274,2025-01-22 06:00:00,2025-01-22 03:00:00,2025-01-22 09:00:00,ACCIDENT,GROUP__7274__0001,INCIDENT,18.0,39.0,90.0,193.0,209.0,163.0,137.0,False
INCIDENT__221662-webtirf__F3FWY004,F3FWY004,2025-01-23 00:00:00,2025-01-22 21:00:00,2025-01-23 03:00:00,OTHER_DISRUPTION,GROUP__F3FWY004__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221723-webtirf__51235,51235,2025-01-23 15:00:00,2025-01-23 12:00:00,2025-01-23 18:00:00,OTHER_DISRUPTION,GROUP__51235__0006,INCIDENT,170.0,179.0,150.0,129.0,99.0,95.0,115.0,False
INCIDENT__221731-webtirf__7153,7153,2025-01-23 19:00:00,2025-01-23 16:00:00,2025-01-23 22:00:00,OTHER_DISRUPTION,GROUP__7153__0002,INCIDENT,1134.0,1208.0,992.0,726.0,562.0,546.0,363.0,False
INCIDENT__221767-webtirf__F3FWY002,F3FWY002,2025-01-24 01:00:00,2025-01-23 22:00:00,2025-01-24 04:00:00,ACCIDENT,GROUP__F3FWY002__0001,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221794-webtirf__23067,23067,2025-01-24 04:00:00,2025-01-24 01:00:00,2025-01-24 07:00:00,OTHER_DISRUPTION,GROUP__23067__0004,INCIDENT,78.0,204.0,445.0,698.0,995.0,1304.0,1686.0,False
INCIDENT__221798-webtirf__7248,7248,2025-01-24 04:00:00,2025-01-24 01:00:00,2025-01-24 07:00:00,OTHER_DISRUPTION,GROUP__7248__0005,INCIDENT,106.0,98.0,120.0,254.0,733.0,723.0,871.0,False
INCIDENT__221804-webtirf__7274,7274,2025-01-24 05:00:00,2025-01-24 02:00:00,2025-01-24 08:00:00,OTHER_DISRUPTION,GROUP__7274__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221825-webtirf__7112,7112,2025-01-24 10:00:00,2025-01-24 07:00:00,2025-01-24 13:00:00,ACCIDENT,GROUP__7112__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221850.0-webtirf__F3FWY006,F3FWY006,2025-01-24 23:00:00,2025-01-24 20:00:00,2025-01-25 02:00:00,OTHER_DISRUPTION,GROUP__F3FWY006__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
INCIDENT__221908-webtirf__7161,7161,2025-01-26 06:00:00,2025-01-26 03:00:00,2025-01-26 09:00:00,OTHER_DISRUPTION,GROUP__7161__0002,INCIDENT,0.0,73.0,107.0,205.0,341.0,422.0,719.0,False
